nID_SubjectOrganJoin;sName;sValue
1128;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1128;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Царичанського р-ну

1129;shapka;Начальнику Відділу Держгеокадастру у Новопсковському районі Луганської області
1129;nRegion;279
1129;sClerkPost;cnapnovopskov@i.ua
1129;sRekv;
1129;nID_Department_visitDay;46
1129;sKab280;адміністратора
1129;sOrganType;ЦНАП
1129;sArea;Новопсковський район
1129;Registrationservice;Новопсковський РВ УДМС України у Луганській області
1129;sNameOrgan;ЦНАП Новопсковського району
1129;sPhoneOrgan;<b>Телефон(и):</b> 21301, 21272
1129;sMailClerk;cnapnovopskov@i.ua
1129;sAddress;<b>Адреса:</b> вул. Леніна 53, смт. Новопсков, Новопсковський р-н, Луганська обл. 92303
1129;sWorkTime;<b>Графік роботи:</b> понеділок, середа, п'ятниця - з 08:00 до 17:00<br>вівторок, четвер - з 08:00 до 20:00<br>субота - з 08:00 до 16:00<br>перерва з 12.00 до 13:00<br>вівторок, четвер - без перерви
1129;sShapka;Новопсковська районна державна адміністрація Луганської області<br>Голові новопсковського району

1130;shapka;Начальнику Управління Держгеокадастру у м. Червоноград Львівської області
1130;nRegion;299
1130;sClerkPost;tsar.alternatyva@gmail.com
1130;sRekv;
1130;sAddress;<b>Адреса:</b> 80100, Львівська обл., м. Червоноград, пр. Шевченка, 27
1130;sNameObject;ЦНАП Червоноградської міськради
1130;sTelephonDovidka;Телефон: (03249) 3-82-89, 2-74-69
1130;sWork_Time;<p> понедiлок, середа: 08.00 - 17.15<br>вівторок, четвер: 09.00 - 20.00<br>п’ятниця: 08.00 - 16.00<br>субота: 09.00 - 16.00<br>Вихідний - Неділя</p>
1130;sShapka_dozvil_na_reklamu_184;Директору департамента<br>житлово-комунального господарства
1130;sMailClerk;tsar.alternatyva@gmail.com
1130;sNameOrgan;ЦНАП Червоноградської міськради
1130;sPhoneOrgan;<b>Телефон(и):</b> (03249) 3-82-89, 2-74-69
1130;sShapkaVet;Начальнику управління <br>ветеринарної медицини<br> у м. Червоноград Львівської області
1130;sWorkTime;<p> понедiлок, середа: 08.00 - 17.15<br>вівторок, четвер: 09.00 - 20.00<br>п’ятниця: 08.00 - 16.00<br>субота: 09.00 - 16.00<br>Вихідний - Неділя</p>
1130;sShapka;Червоноградська міська рада<br>Голові міста Червоноград

1131;sSignCnap;Виконавчий комітет Глухівської міської ради
1131;sPhoneCnap;(05444) 2-43-62
1131;sRozklad;Адреса: м. Глухів, вул. Шевченка, 6<br>Графік роботи понеділок, п’ятниця: 08.00-16.15<br>вівторок, четвер: 08.00-20.00<br>середа: 08.00-17.15<br>субота: 08.00-16.00<br>Вихідний - Неділя
1131;sPostV;Snap_gl@ukr.net
1131;sOrgan;міського голови м. Глухів
1131;sAddress;<b>Адреса:</b> м. Глухів, вул. Шевченка, 6
1131;sNameObject;ЦНАП Глухівської міськради
1131;sTelephonDovidka;(05444) 2-43-62
1131;sWork_Time;<p>Понеділок, п’ятниця: 08.00-16.15<br>вівторок, четвер: 08.00-20.00<br>середа: 08.00-17.15<br>субота: 08.00-16.00<br>Вихідний - Неділя</p>
1131;sClerkPost;Snap_gl@ukr.net
1131;sShapka_dozvil_na_reklamu_184;Директору департамента<br>житлово-комунального господарства
1131;sMailClerk;Snap_gl@ukr.net
1131;sPhoneOrgan;<b>Телефон(и):</b> (05444) 2-43-62
1131;sWorkTime;<b>Графік роботи:</b> Понеділок, п’ятниця: 08.00-16.15<br>вівторок, четвер: 08.00-20.00<br>середа: 08.00-17.15<br>субота: 08.00-16.00<br>Вихідний - Неділя
1131;sArea;м.Глухів
1131;nArea;427
1131;sNameOrgan;ЦНАП Глухівської міськради


1132;sMailClerk;Kuznietsova@icloud.com
1132;sPhoneOrgan;<b>Телефон(и):</b> (06452) 4-43-37
1132;sWorkTime;<b>Графік роботи:</b> Понеділок: 09.00 - 17.00<br>середа, п’ятниця: 08.00 - 17.00<br>вівторок, четвер: 10.00 - 18.00<br>субота: 08.00 - 15.00<br>Вихідний — Неділя
1132;sArea;м.Сєвєродонецьк
1132;nArea;272
1132;sAddress;<b>Адреса:</b> м.Сєвєродонецьк, вул. Леніна, 32-а
1132;sNameOrgan;ЦНАП Сєвєродонецької міськради
1132;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> в м.Сєвєродонецьк

1133;sAddress;<b>Адреса:</b> 54001, м. Миколаїв, вул. Адміральська, 20
1133;sNameOrgan;ЦНАП  м. Миколаїв
1133;sPhoneOrgan;<b>Телефон(и):</b> (0512) 37-34-26, 37-35-65, 37-40-56
1133;sMailClerk;nikolaev.dc@gmail.com
1133;sWorkTime;<b>Графік роботи:</b> Понеділок, вівторок з 09.00 до 17.00 <br> Середа, четвер з 09.00 до 20.00 <br>П’ятниця, субота з 09.00 до 16.00 <br> Перерва на обід з 12.30 до 13.00. <br> Вихідний - Неділя
1133;sShapka_mode_worktime_529;Міському голові м. Миколаїв 

1134;sArea;м.Хмельницький
1134;nArea;533
1134;sMailClerk;cnap32@rada.khmelnytsky.com, cnap35@rada.khmelnytsky.com
1134;sAddress;<b>Адреса:</b> м. Хмельницький, вул. Соборна, 16
1134;sNameObject;ЦНАП Хмельницької міської ради
1134;sTelephonDovidka;Телефон для довідок: (0382) 76-58-61
1134;sWork_Time;<br>Графік роботи ЦНАП-у:<br>понеділок, середа, п’ятниця: 09.00-16.00<br>вівторок, четвер: 09.00-20.00<br>субота: 08.00-15.00<br>вихідний - неділя<br>
1134;sClerkPost;cnap32@rada.khmelnytsky.com, cnap35@rada.khmelnytsky.com
1134;shapka;Начальнику Управління Держгеокадастру у м.Хмельницький Хмельницької області
1134;nRegion;533
1134;sRekv;
1134;sShapka_dozvil_na_reklamu_184;Начальнику управління<br>архітектури та містобудування – <br> головному архітектору міста
1134;sShapka220;Головному державному санітарному лікарю м.Хмельницького
1134;sPhoneOrgan;<b>Телефон(и):</b> (0382)76-58-61
1134;sNameOrgan;ЦНАП Хмельницької міськради
1134;sWorkTime;<b>Графік роботи:</b> Понеділок, середа, п’ятниця: 09.00-16.00<br>вівторок, четвер: 09.00-20.00<br>субота: 08.00-15.00<br>вихідний - неділя<br>
1134;sShapkaVet;Начальнику управління <br>ветеринарної медицини<br> м.Хмельницького
1134;sShapka_190;Міському голові м. Хмельницький
1134;sShapkaGolova;Міському голові <br>м. Хмельницький
1134;sShapkaZt;Міському голові м. Хмельницького
1134;sPlaseZt;м. Хмельницький
