nID;sID_BP;sID_UserTask;sCondition;soData;sPatternFile;nID_EscalationRuleFunction
755;ternopol_cnap_vikop;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:4, asRecipientMail:['zhigan.roman@gmail.com', 'sofia.danylevych@gmail.com']};escalation/escalation_template.html;1
756;ternopol_cnap_vikop;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
757;ternopol_cnap_vikop;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:4};escalation/escalation_template.html;3

758;ternopol_oda_207;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
759;ternopol_oda_207;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
760;ternopol_oda_207;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
761;ternopol_oda_207;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
762;ternopol_oda_207;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
763;ternopol_oda_207;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

764;ternopol_oda_209;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
765;ternopol_oda_209;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
766;ternopol_oda_209;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
767;ternopol_oda_209;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:32, asRecipientMail:['']};escalation/escalation_template.html;1
768;ternopol_oda_209;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
769;ternopol_oda_209;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30};escalation/escalation_template.html;3

770;ternopol_oda_226;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
771;ternopol_oda_226;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
772;ternopol_oda_226;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

773;ternopol_oda_239;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
774;ternopol_oda_239;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
775;ternopol_oda_239;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

776;ternopol_rcnap_208;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['zhigan.roman@gmail.com', 'sofia.danylevych@gmail.com']};escalation/escalation_template.html;1
777;ternopol_rcnap_208;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
778;ternopol_rcnap_208;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['zhigan.roman@gmail.com', 'sofia.danylevych@gmail.com']};escalation/escalation_template.html;1
779;ternopol_rcnap_208;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
780;ternopol_rcnap_208;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
781;ternopol_rcnap_208;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

782;ternopol_rcnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
783;ternopol_rcnap_264;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
784;ternopol_rcnap_264;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
785;ternopol_rcnap_264;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
786;ternopol_rcnap_264;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:33, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
787;ternopol_rcnap_264;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:35, asRecipientMail:['']};escalation/escalation_template.html;1
788;ternopol_rcnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
789;ternopol_rcnap_264;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3
790;ternopol_rcnap_264;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:33};escalation/escalation_template.html;3

791;Uzhgorod_dmg_1;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
792;Uzhgorod_dmg_1;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
793;Uzhgorod_dmg_1;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
794;Uzhgorod_dmg_1;usertask4;nElapsedDays > nDaysLimit;{nDaysLimit:13, asRecipientMail:['']};escalation/escalation_template.html;1
795;Uzhgorod_dmg_1;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com', 'mykhaylo.fedor@gmail.com']};escalation/escalation_template.html;1
796;Uzhgorod_dmg_1;usertask4;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
797;Uzhgorod_dmg_1;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
798;Uzhgorod_dmg_1;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3
799;Uzhgorod_dmg_1;usertask4;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

800;zh_berdichiv_412;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
801;zh_berdichiv_412;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
802;zh_berdichiv_412;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

803;zhitomir_mvk-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
804;zhitomir_mvk-2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
805;zhitomir_mvk-2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

806;znes_bud_393;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
807;znes_bud_393;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
808;znes_bud_393;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
809;znes_bud_393;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
810;znes_bud_393;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
811;znes_bud_393;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

812;zovtyvodu_cnap_430;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
813;zovtyvodu_cnap_430;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
814;zovtyvodu_cnap_430;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
815;zovtyvodu_cnap_430;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:16, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
816;zovtyvodu_cnap_430;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
817;zovtyvodu_cnap_430;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

818;dnepr_cnap_527_rishennya_radi;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
819;dnepr_cnap_527_rishennya_radi;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
820;dnepr_cnap_527_rishennya_radi;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
821;dnepr_cnap_527_rishennya_radi;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:12, asRecipientMail:['']};escalation/escalation_template.html;1
822;dnepr_cnap_527_rishennya_radi;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
823;dnepr_cnap_527_rishennya_radi;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

824;dnepr_cnap_220;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
825;dnepr_cnap_220;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
826;dnepr_cnap_220;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
827;dnepr_cnap_220;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
828;dnepr_cnap_220;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
829;dnepr_cnap_220;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

830;dnepr_cnap_221;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
831;dnepr_cnap_221;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
832;dnepr_cnap_221;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
833;dnepr_cnap_221;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
834;dnepr_cnap_221;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
835;dnepr_cnap_221;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

836;dnepr_cnap_222;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
837;dnepr_cnap_222;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
838;dnepr_cnap_222;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
839;dnepr_cnap_222;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
840;dnepr_cnap_222;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
841;dnepr_cnap_222;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

842;dnepr_cnap_223;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
843;dnepr_cnap_223;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
844;dnepr_cnap_223;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
845;dnepr_cnap_223;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
846;dnepr_cnap_223;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
847;dnepr_cnap_223;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

848;dnepr_cnap_240;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
849;dnepr_cnap_240;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
850;dnepr_cnap_240;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
851;dnepr_cnap_240;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
852;dnepr_cnap_240;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
853;dnepr_cnap_240;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

854;dnepr_cnap_243;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
855;dnepr_cnap_243;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
856;dnepr_cnap_243;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
857;dnepr_cnap_243;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
858;dnepr_cnap_243;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
859;dnepr_cnap_243;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

860;dnepr_cnap_241;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
861;dnepr_cnap_241;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
862;dnepr_cnap_241;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
863;dnepr_cnap_241;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
864;dnepr_cnap_241;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
865;dnepr_cnap_241;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

866;dnepr_cnap_242;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
867;dnepr_cnap_242;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
868;dnepr_cnap_242;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
869;dnepr_cnap_242;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
870;dnepr_cnap_242;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
871;dnepr_cnap_242;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

872;dnepr_cnap_251;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
873;dnepr_cnap_251;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
874;dnepr_cnap_251;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
875;dnepr_cnap_251;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:37, asRecipientMail:['']};escalation/escalation_template.html;1
876;dnepr_cnap_251;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
877;dnepr_cnap_251;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

878;dnepr_cnap_252;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
879;dnepr_cnap_252;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
880;dnepr_cnap_252;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
881;dnepr_cnap_252;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
882;dnepr_cnap_252;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
883;dnepr_cnap_252;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

884;dnepr_cnap_253;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
885;dnepr_cnap_253;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
886;dnepr_cnap_253;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
887;dnepr_cnap_253;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
888;dnepr_cnap_253;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
889;dnepr_cnap_253;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

890;subsidies_Ukr_result;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
891;subsidies_Ukr_result;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
892;subsidies_Ukr_result;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

893;socialhelp_kidsUkraine;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
894;socialhelp_kidsUkraine;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
895;socialhelp_kidsUkraine;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
896;socialhelp_kidsUkraine;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
897;socialhelp_kidsUkraine;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
898;socialhelp_kidsUkraine;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

899;dnepr_cnap_266;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
900;dnepr_cnap_266;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
901;dnepr_cnap_266;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
902;dnepr_cnap_266;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
903;dnepr_cnap_266;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
904;dnepr_cnap_266;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

905;dnepr_cnap_267;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
906;dnepr_cnap_267;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
907;dnepr_cnap_267;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
908;dnepr_cnap_267;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
909;dnepr_cnap_267;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
910;dnepr_cnap_267;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

911;dnepr_cnap_277;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
912;dnepr_cnap_277;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
913;dnepr_cnap_277;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

914;hmel_cnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
915;hmel_cnap_264;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
916;hmel_cnap_264;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
917;hmel_cnap_264;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:20, asRecipientMail:['']};escalation/escalation_template.html;1
918;hmel_cnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
919;hmel_cnap_264;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

920;hmel_cnap_494;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
921;hmel_cnap_494;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
922;hmel_cnap_494;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
923;hmel_cnap_494;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:20, asRecipientMail:['']};escalation/escalation_template.html;1
924;hmel_cnap_494;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
925;hmel_cnap_494;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

926;lviv_mvk_701;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
927;lviv_mvk_701;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
928;lviv_mvk_701;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

929;netishin_soc_help_177;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
930;netishin_soc_help_177;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
931;netishin_soc_help_177;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

932;ternopol_rcnap_117;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
933;ternopol_rcnap_117;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
934;ternopol_rcnap_117;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
935;ternopol_rcnap_117;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:20, asRecipientMail:['']};escalation/escalation_template.html;1
936;ternopol_rcnap_117;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
937;ternopol_rcnap_117;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

938;cnap_473;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['msvidran@gmail.com']};escalation/escalation_template.html;1
939;cnap_473;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
940;cnap_473;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['msvidran@gmail.com']};escalation/escalation_template.html;1
941;cnap_473;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
942;cnap_473;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
943;cnap_473;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

944;dvs_739;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
945;dvs_739;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
